Month_Ending,Segment,City,Product,Miles,Reported_Accidents
11/30/16,Segment A,City 51,Product 4,"11,582",0
11/30/16,Segment A,City 14,Product 4,"110,500",4
11/30/16,Segment A,City 22,Product 9,"23,553",1
11/30/16,Segment A,City 32,Product 2,21,0
11/30/16,Segment A,City 21,Product 9,"32,506",1
11/30/16,Segment A,City 30,Product 9,"243,005",1
11/30/16,Segment A,City 43,Product 8,497,0
11/30/16,Segment A,City 5,Product 14,7,0
11/30/16,Segment A,City 8,Product 8,"1,036",0
11/30/16,Segment A,City 6,Product 4,"34,552",1
11/30/16,Segment A,City 41,Product 8,87,0
11/30/16,Segment A,City 34,Product 4,"142,034",3
11/30/16,Segment A,City 34,Product 14,1,0
11/30/16,Segment A,City 64,Product 8,"6,427",0
11/30/16,Segment A,City 1,Product 11,25,0
11/30/16,Segment A,City 28,Product 12,"1,809",0
11/30/16,Segment A,City 58,Product 9,"12,054",0
11/30/16,Segment A,City 3,Product 14,"30,080",1
11/30/16,Segment A,City 49,Product 11,2,0
11/30/16,Segment A,City 13,Product 4,"88,615",3
11/30/16,Segment A,City 70,Product 9,"16,052",1
11/30/16,Segment A,City 57,Product 4,"15,565",0
11/30/16,Segment A,City 76,Product 8,0,0
11/30/16,Segment A,City 41,Product 14,1,0
11/30/16,Segment A,City 21,Product 11,16,0
11/30/16,Segment A,City 8,Product 2,"1,632",0
11/30/16,Segment A,City 5,Product 1,6,0
11/30/16,Segment C,City 54,Product 7,"830,048",6
11/30/16,Segment G,City 19,Product 17,"977,023",6
11/30/16,Segment C,City 2,Product 7,"5,001,521",48
11/30/16,Segment B,City 21,Product 6,"2,943",0
11/30/16,Segment B,City 41,Product 6,576,0
11/30/16,Segment B,City 50,Product 6,"128,048",2
11/30/16,Segment B,City 17,Product 6,"1,489",0
11/30/16,Segment B,City 28,Product 6,"1,723",0
11/30/16,Segment B,City 67,Product 6,"1,424",0
11/30/16,Segment B,City 22,Product 6,"1,175",0
11/30/16,Segment B,City 16,Product 6,811,0
11/30/16,Segment B,City 47,Product 6,"12,456",0
11/30/16,Segment B,City 45,Product 6,"8,409",0
11/30/16,Segment F,City 6,Product 9,"13,497",0
11/30/16,Segment F,City 35,Product 4,"42,576",0
11/30/16,Segment F,City 57,Product 4,"4,015",0
11/30/16,Segment F,City 24,Product 9,"27,619",0
11/30/16,Segment F,City 7,Product 4,"57,064",0
11/30/16,Segment F,City 41,Product 4,862,0
11/30/16,Segment F,City 61,Product 9,759,0
11/30/16,Segment F,City 41,Product 9,"1,287",0
11/30/16,Segment F,City 25,Product 9,"21,144",0
11/30/16,Segment F,City 43,Product 9,"10,653",0
11/30/16,Segment F,City 74,Product 4,0,0
11/30/16,Segment F,City 8,Product 4,"37,969",1
11/30/16,Segment F,City 14,Product 4,"28,145",0
11/30/16,Segment F,City 33,Product 4,478,0
11/30/16,Segment F,City 15,Product 4,824,0
11/30/16,Segment F,City 68,Product 4,164,0
11/30/16,Segment F,City 38,Product 4,0,0
11/30/16,Segment F,City 58,Product 9,"3,057",0
11/30/16,Segment F,City 40,Product 9,"80,755",1
11/30/16,Segment F,City 45,Product 9,"7,887",0
11/30/16,Segment F,City 2,Product 9,"4,091,232",59
11/30/16,Segment D,City 2,Product 16,0,23
11/30/16,Segment A,City 19,Product 10,18,0
11/30/16,Segment A,City 71,Product 8,"2,613",0
11/30/16,Segment A,City 59,Product 8,"1,227",0
11/30/16,Segment A,City 11,Product 10,858,0
11/30/16,Segment A,City 30,Product 2,48,0
11/30/16,Segment A,City 41,Product 3,10,0
11/30/16,Segment A,City 37,Product 2,123,0
11/30/16,Segment A,City 8,Product 3,7,0
11/30/16,Segment A,City 29,Product 1,0,0
11/30/16,Segment A,City 65,Product 12,"13,858",1
11/30/16,Segment A,City 17,Product 12,"1,412",0
11/30/16,Segment A,City 40,Product 4,"430,882",15
11/30/16,Segment A,City 8,Product 1,1,0
11/30/16,Segment A,City 50,Product 8,46,0
11/30/16,Segment A,City 31,Product 2,778,0
11/30/16,Segment A,City 37,Product 8,62,0
11/30/16,Segment A,City 6,Product 10,120,0
11/30/16,Segment A,City 32,Product 8,"10,560",0
11/30/16,Segment A,City 48,Product 2,16,0
11/30/16,Segment A,City 71,Product 12,164,0
11/30/16,Segment A,City 37,Product 11,6,0
11/30/16,Segment A,City 26,Product 2,78,0
11/30/16,Segment A,City 44,Product 12,"1,691",0
11/30/16,Segment A,City 16,Product 12,805,0
11/30/16,Segment A,City 27,Product 8,715,0
11/30/16,Segment A,City 39,Product 9,"331,169",11
11/30/16,Segment A,City 36,Product 9,"233,911",9
11/30/16,Segment A,City 10,Product 2,286,0
11/30/16,Segment A,City 60,Product 12,204,0
11/30/16,Segment A,City 46,Product 11,3,0
11/30/16,Segment A,City 12,Product 9,"174,643",8
11/30/16,Segment A,City 19,Product 2,"1,112",0
11/30/16,Segment A,City 3,Product 8,"1,500",0
11/30/16,Segment A,City 24,Product 4,"86,612",4
11/30/16,Segment A,City 33,Product 4,"7,605",0
11/30/16,Segment A,City 65,Product 4,"104,809",4
11/30/16,Segment A,City 10,Product 4,"181,442",6
11/30/16,Segment A,City 46,Product 2,27,0
11/30/16,Segment A,City 27,Product 9,"29,356",0
11/30/16,Segment A,City 35,Product 1,146,0
11/30/16,Segment A,City 27,Product 11,1,0
11/30/16,Segment A,City 7,Product 9,"528,961",9
11/30/16,Segment A,City 42,Product 4,"59,651",1
11/30/16,Segment A,City 6,Product 8,463,0
11/30/16,Segment A,City 43,Product 9,"41,840",0
11/30/16,Segment A,City 25,Product 10,81,0
11/30/16,Segment A,City 35,Product 9,"9,793,754",65
11/30/16,Segment A,City 64,Product 4,"3,232",0
11/30/16,Segment A,City 7,Product 4,"290,257",6
11/30/16,Segment A,City 9,Product 9,2,0
11/30/16,Segment A,City 7,Product 3,165,0
11/30/16,Segment A,City 49,Product 8,427,0
11/30/16,Segment A,City 29,Product 12,140,0
11/30/16,Segment A,City 38,Product 12,2,0
11/30/16,Segment A,City 69,Product 12,"2,229",0
11/30/16,Segment C,City 44,Product 7,9,0
11/30/16,Segment C,City 33,Product 7,"1,381",0
11/30/16,Segment C,City 9,Product 7,31,0
11/30/16,Segment C,City 35,Product 7,"1,108,107",10
11/30/16,Segment B,City 27,Product 6,"7,313",0
11/30/16,Segment B,City 1,Product 6,"49,365",1
11/30/16,Segment B,City 25,Product 6,"70,106",1
11/30/16,Segment B,City 64,Product 6,256,0
11/30/16,Segment B,City 30,Product 6,"61,894",1
11/30/16,Segment B,City 20,Product 6,"19,168",0
11/30/16,Segment F,City 73,Product 9,888,0
11/30/16,Segment F,City 27,Product 4,"4,809",0
11/30/16,Segment F,City 50,Product 4,"28,326",0
11/30/16,Segment F,City 48,Product 4,"4,151",0
11/30/16,Segment F,City 23,Product 9,"41,810",1
11/30/16,Segment F,City 68,Product 9,553,0
11/30/16,Segment F,City 42,Product 9,"36,123",0
11/30/16,Segment F,City 26,Product 4,"2,984",0
11/30/16,Segment F,City 27,Product 9,"7,297",0
11/30/16,Segment F,City 64,Product 9,"3,117",0
11/30/16,Segment F,City 46,Product 4,"1,120",0
11/30/16,Segment F,City 53,Product 4,"14,746",0
11/30/16,Segment F,City 58,Product 4,"1,160",0
11/30/16,Segment F,City 72,Product 4,0,0
11/30/16,Segment F,City 10,Product 4,"44,566",1
11/30/16,Segment F,City 12,Product 4,"2,159",0
11/30/16,Segment F,City 17,Product 9,"6,883",0
11/30/16,Segment F,City 33,Product 9,711,0
11/30/16,Segment F,City 44,Product 9,"2,901",0
11/30/16,Segment F,City 15,Product 9,"7,370",0
11/30/16,Segment F,City 2,Product 21,"7,324,141",73
11/30/16,Segment A,City 1,Product 1,140,0
11/30/16,Segment A,City 28,Product 2,80,0
11/30/16,Segment A,City 5,Product 4,"7,177",0
11/30/16,Segment A,City 35,Product 3,395,0
11/30/16,Segment A,City 30,Product 8,"5,217",0
11/30/16,Segment A,City 42,Product 10,132,0
11/30/16,Segment A,City 48,Product 4,"17,943",0
11/30/16,Segment A,City 32,Product 11,2,0
11/30/16,Segment A,City 70,Product 10,1,0
11/30/16,Segment A,City 44,Product 4,"13,459",1
11/30/16,Segment A,City 44,Product 8,629,0
11/30/16,Segment A,City 2,Product 4,8,0
11/30/16,Segment A,City 44,Product 2,4,0
11/30/16,Segment A,City 58,Product 8,189,0
11/30/16,Segment A,City 68,Product 2,9,0
11/30/16,Segment A,City 67,Product 8,"1,941",0
11/30/16,Segment A,City 36,Product 3,34,0
11/30/16,Segment A,City 68,Product 4,"1,501",0
11/30/16,Segment A,City 68,Product 3,11,0
11/30/16,Segment A,City 24,Product 11,30,0
11/30/16,Segment A,City 19,Product 1,0,0
11/30/16,Segment A,City 24,Product 1,0,0
11/30/16,Segment A,City 8,Product 10,71,0
11/30/16,Segment A,City 43,Product 10,"1,324",0
11/30/16,Segment A,City 37,Product 4,"65,322",2
11/30/16,Segment A,City 61,Product 3,1,0
11/30/16,Segment A,City 73,Product 14,2,0
11/30/16,Segment A,City 50,Product 10,110,0
11/30/16,Segment A,City 35,Product 10,"1,106",0
11/30/16,Segment A,City 8,Product 12,"268,521",11
11/30/16,Segment A,City 71,Product 2,1,0
11/30/16,Segment A,City 11,Product 3,9,0
11/30/16,Segment A,City 47,Product 8,129,0
11/30/16,Segment A,City 21,Product 8,"1,029",0
11/30/16,Segment A,City 61,Product 14,2,0
11/30/16,Segment A,City 40,Product 10,"1,009",0
11/30/16,Segment A,City 58,Product 10,2,0
11/30/16,Segment A,City 29,Product 10,"1,658",0
11/30/16,Segment A,City 19,Product 3,28,0
11/30/16,Segment A,City 25,Product 3,"4,068",0
11/30/16,Segment A,City 48,Product 8,597,0
11/30/16,Segment A,City 67,Product 11,3,0
11/30/16,Segment A,City 17,Product 8,"2,544",0
11/30/16,Segment A,City 24,Product 9,"101,825",4
11/30/16,Segment A,City 11,Product 9,"76,116",2
11/30/16,Segment A,City 16,Product 9,"6,228",0
11/30/16,Segment A,City 66,Product 4,"19,413",1
11/30/16,Segment A,City 57,Product 3,4,0
11/30/16,Segment A,City 18,Product 12,"984,386",43
11/30/16,Segment A,City 23,Product 4,"437,039",13
11/30/16,Segment A,City 39,Product 4,"138,193",6
11/30/16,Segment A,City 3,Product 11,"1,426,879",31
11/30/16,Segment A,City 14,Product 9,"94,544",3
11/30/16,Segment A,City 16,Product 4,"3,958",0
11/30/16,Segment A,City 28,Product 9,"92,395",1
11/30/16,Segment A,City 40,Product 9,"763,460",23
11/30/16,Segment A,City 61,Product 9,"2,951",0
11/30/16,Segment C,City 50,Product 7,"21,667",0
11/30/16,Segment C,City 73,Product 7,3,0
11/30/16,Segment C,City 23,Product 7,"5,354",0
11/30/16,Segment E,City 3,Product 13,"10,453,823",104
11/30/16,Segment C,City 32,Product 7,12,0
11/30/16,Segment B,City 5,Product 6,"4,360",0
11/30/16,Segment B,City 66,Product 6,"1,372",0
11/30/16,Segment D,City 2,Product 9,"32,291,834",586
11/30/16,Segment A,City 6,Product 14,16,0
11/30/16,Segment A,City 30,Product 3,21,0
11/30/16,Segment A,City 7,Product 10,483,0
11/30/16,Segment A,City 27,Product 2,45,0
11/30/16,Segment A,City 15,Product 12,"9,286",0
11/30/16,Segment A,City 46,Product 8,44,0
11/30/16,Segment A,City 68,Product 8,9,0
11/30/16,Segment A,City 43,Product 3,19,0
11/30/16,Segment A,City 8,Product 14,89,0
11/30/16,Segment A,City 66,Product 2,118,0
11/30/16,Segment A,City 14,Product 12,"9,829",0
11/30/16,Segment A,City 17,Product 3,14,0
11/30/16,Segment A,City 11,Product 11,33,0
11/30/16,Segment A,City 66,Product 12,"1,733",0
11/30/16,Segment A,City 53,Product 1,7,0
11/30/16,Segment A,City 66,Product 14,2,0
11/30/16,Segment F,City 32,Product 4,"5,658",0
11/30/16,Segment F,City 17,Product 4,"13,702",0
11/30/16,Segment F,City 46,Product 9,"2,969",0
11/30/16,Segment F,City 73,Product 4,"1,377",0
11/30/16,Segment F,City 64,Product 4,767,0
11/30/16,Segment F,City 1,Product 4,"10,395",0
11/30/16,Segment F,City 44,Product 4,"3,041",0
11/30/16,Segment F,City 11,Product 4,"7,302",0
11/30/16,Segment F,City 23,Product 4,"35,060",1
11/30/16,Segment F,City 40,Product 4,"45,676",1
11/30/16,Segment F,City 16,Product 4,485,0
11/30/16,Segment F,City 65,Product 9,0,0
11/30/16,Segment F,City 21,Product 9,"7,654",0
11/30/16,Segment F,City 22,Product 9,"5,920",0
11/30/16,Segment F,City 76,Product 9,0,0
11/30/16,Segment F,City 28,Product 9,"4,270",0
11/30/16,Segment F,City 2,Product 22,"8,539,286",131
11/30/16,Segment A,City 19,Product 9,"34,516",2
11/30/16,Segment A,City 10,Product 9,"333,104",9
11/30/16,Segment A,City 10,Product 8,617,0
11/30/16,Segment A,City 14,Product 8,217,0
11/30/16,Segment A,City 23,Product 3,28,0
11/30/16,Segment A,City 59,Product 9,"1,333",0
11/30/16,Segment A,City 68,Product 9,"6,103",0
11/30/16,Segment A,City 12,Product 12,"2,268",0
11/30/16,Segment A,City 71,Product 4,"3,414",0
11/30/16,Segment A,City 59,Product 4,"1,470",0
11/30/16,Segment A,City 46,Product 4,"4,202",0
11/30/16,Segment A,City 39,Product 8,17,0
11/30/16,Segment A,City 60,Product 3,7,0
11/30/16,Segment A,City 18,Product 4,"1,839,904",74
11/30/16,Segment A,City 23,Product 9,"537,411",19
11/30/16,Segment A,City 69,Product 8,35,0
11/30/16,Segment A,City 18,Product 9,"1,867,439",68
11/30/16,Segment A,City 32,Product 3,6,0
11/30/16,Segment A,City 30,Product 11,1,0
11/30/16,Segment A,City 1,Product 9,"71,180",1
11/30/16,Segment A,City 26,Product 9,"65,167",1
11/30/16,Segment A,City 37,Product 9,"231,384",6
11/30/16,Segment A,City 50,Product 3,32,0
11/30/16,Segment A,City 21,Product 3,21,0
11/30/16,Segment A,City 61,Product 2,6,0
11/30/16,Segment A,City 55,Product 10,"6,192",0
11/30/16,Segment A,City 9,Product 4,10,0
11/30/16,Segment A,City 25,Product 2,443,0
11/30/16,Segment A,City 21,Product 14,6,0
11/30/16,Segment A,City 71,Product 10,6,0
11/30/16,Segment A,City 3,Product 2,"2,483",0
11/30/16,Segment A,City 69,Product 2,9,0
11/30/16,Segment A,City 19,Product 8,165,0
11/30/16,Segment A,City 52,Product 3,30,0
11/30/16,Segment A,City 22,Product 12,"1,521",0
11/30/16,Segment A,City 12,Product 11,25,0
11/30/16,Segment A,City 12,Product 3,1,0
11/30/16,Segment A,City 67,Product 1,2,0
11/30/16,Segment A,City 10,Product 3,32,0
11/30/16,Segment A,City 60,Product 4,"1,767",0
11/30/16,Segment A,City 22,Product 1,0,0
11/30/16,Segment A,City 39,Product 11,451,0
11/30/16,Segment A,City 39,Product 3,13,0
11/30/16,Segment C,City 8,Product 7,"157,223",1
11/30/16,Segment C,City 5,Product 7,"3,022",0
11/30/16,Segment C,City 26,Product 7,328,0
11/30/16,Segment I,City 3,Product 19,"1,822,786",8
11/30/16,Segment B,City 43,Product 6,"9,260",0
11/30/16,Segment B,City 61,Product 6,462,0
11/30/16,Segment B,City 55,Product 6,"38,804",1
11/30/16,Segment B,City 37,Product 6,"12,078",0
11/30/16,Segment B,City 34,Product 6,"53,796",1
11/30/16,Segment B,City 35,Product 6,"1,509,033",21
11/30/16,Segment B,City 31,Product 6,"40,348",1
11/30/16,Segment B,City 39,Product 6,"19,825",0
11/30/16,Segment F,City 37,Product 4,"14,749",0
11/30/16,Segment F,City 2,Product 2,"125,315",2
11/30/16,Segment F,City 21,Product 4,"8,398",0
11/30/16,Segment F,City 49,Product 4,"7,997",0
11/30/16,Segment F,City 78,Product 4,0,0
11/30/16,Segment F,City 47,Product 4,"3,263",0
11/30/16,Segment F,City 74,Product 9,2,0
11/30/16,Segment F,City 14,Product 9,"23,493",0
11/30/16,Segment F,City 53,Product 9,"24,587",0
11/30/16,Segment F,City 11,Product 9,"8,145",0
11/30/16,Segment F,City 39,Product 9,"77,200",1
11/30/16,Segment F,City 51,Product 9,0,0
11/30/16,Segment D,City 2,Product 14,"5,863",-1
11/30/16,Segment B,City 2,Product 6,"19,724,137",252
11/30/16,Segment A,City 48,Product 10,95,0
11/30/16,Segment A,City 1,Product 14,86,0
11/30/16,Segment A,City 42,Product 3,13,0
11/30/16,Segment A,City 35,Product 8,"52,776",0
11/30/16,Segment A,City 29,Product 8,"1,233",0
11/30/16,Segment A,City 58,Product 12,717,0
11/30/16,Segment A,City 49,Product 10,46,0
11/30/16,Segment A,City 49,Product 4,"34,353",1
11/30/16,Segment A,City 10,Product 1,2,0
11/30/16,Segment A,City 61,Product 4,"10,825",0
11/30/16,Segment A,City 31,Product 11,22,0
11/30/16,Segment A,City 31,Product 4,"329,125",13
11/30/16,Segment A,City 15,Product 2,108,0
11/30/16,Segment A,City 51,Product 10,3,0
11/30/16,Segment A,City 65,Product 8,274,0
11/30/16,Segment A,City 69,Product 4,"7,359",0
11/30/16,Segment A,City 26,Product 1,34,0
11/30/16,Segment A,City 43,Product 1,8,0
11/30/16,Segment A,City 26,Product 12,"9,406",0
11/30/16,Segment A,City 5,Product 3,6,0
11/30/16,Segment A,City 5,Product 8,150,0
11/30/16,Segment A,City 51,Product 2,67,0
11/30/16,Segment A,City 53,Product 12,"45,231",2
11/30/16,Segment A,City 3,Product 10,667,0
11/30/16,Segment A,City 16,Product 11,26,0
11/30/16,Segment A,City 47,Product 11,204,0
11/30/16,Segment A,City 11,Product 8,506,0
11/30/16,Segment A,City 15,Product 8,341,0
11/30/16,Segment A,City 41,Product 10,8,0
11/30/16,Segment A,City 53,Product 8,"2,186",0
11/30/16,Segment A,City 26,Product 8,"2,241",0
11/30/16,Segment F,City 55,Product 9,"23,791",0
11/30/16,Segment F,City 13,Product 9,"17,689",0
11/30/16,Segment F,City 45,Product 4,"10,165",0
11/30/16,Segment F,City 24,Product 4,"22,607",0
11/30/16,Segment F,City 43,Product 4,"5,580",0
11/30/16,Segment F,City 9,Product 9,98,0
11/30/16,Segment F,City 5,Product 9,"6,026",0
11/30/16,Segment A,City 45,Product 9,"32,671",0
11/30/16,Segment A,City 45,Product 1,2,0
11/30/16,Segment A,City 17,Product 9,"26,665",0
11/30/16,Segment A,City 60,Product 9,"3,451",0
11/30/16,Segment A,City 66,Product 8,225,0
11/30/16,Segment A,City 10,Product 11,75,0
11/30/16,Segment A,City 15,Product 4,"16,137",1
11/30/16,Segment A,City 20,Product 4,"40,025",2
11/30/16,Segment A,City 33,Product 10,231,0
11/30/16,Segment A,City 19,Product 11,15,0
11/30/16,Segment A,City 36,Product 8,184,0
11/30/16,Segment A,City 70,Product 8,4,0
11/30/16,Segment A,City 23,Product 8,"29,293",1
11/30/16,Segment A,City 7,Product 8,"8,240",0
11/30/16,Segment A,City 48,Product 9,"64,197",0
11/30/16,Segment A,City 35,Product 4,"1,479,246",25
11/30/16,Segment A,City 6,Product 9,"57,330",1
11/30/16,Segment A,City 73,Product 4,"4,954",0
11/30/16,Segment A,City 31,Product 9,"653,856",21
11/30/16,Segment A,City 32,Product 9,"16,919",0
11/30/16,Segment A,City 42,Product 9,"162,957",1
11/30/16,Segment A,City 50,Product 4,"120,151",4
11/30/16,Segment C,City 49,Product 7,91,0
11/30/16,Segment H,City 19,Product 18,"235,933",2
11/30/16,Segment C,City 6,Product 7,"15,522",0
11/30/16,Segment C,City 41,Product 7,687,0
11/30/16,Segment C,City 18,Product 7,"193,275",2
11/30/16,Segment B,City 12,Product 6,"2,259",0
11/30/16,Segment B,City 54,Product 6,"524,560",8
11/30/16,Segment B,City 73,Product 6,117,0
11/30/16,Segment B,City 60,Product 6,142,0
11/30/16,Segment B,City 52,Product 6,"15,280",0
11/30/16,Segment B,City 57,Product 6,559,0
11/30/16,Segment F,City 5,Product 4,"1,977",0
11/30/16,Segment F,City 37,Product 9,"52,271",1
11/30/16,Segment F,City 36,Product 4,"36,534",1
11/30/16,Segment F,City 18,Product 9,"59,085",1
11/30/16,Segment F,City 13,Product 4,"10,055",0
11/30/16,Segment F,City 36,Product 9,"54,008",1
11/30/16,Segment F,City 69,Product 4,816,0
11/30/16,Segment F,City 54,Product 4,0,0
11/30/16,Segment F,City 42,Product 4,"13,494",0
11/30/16,Segment F,City 63,Product 4,0,0
11/30/16,Segment F,City 50,Product 9,"52,294",1
11/30/16,Segment F,City 59,Product 4,367,0
11/30/16,Segment F,City 4,Product 4,0,0
11/30/16,Segment F,City 66,Product 4,"4,910",0
11/30/16,Segment F,City 76,Product 4,0,0
11/30/16,Segment F,City 62,Product 4,0,0
11/30/16,Segment F,City 49,Product 9,"24,267",0
11/30/16,Segment D,City 2,Product 2,"1,415,326",30
11/30/16,Segment A,City 70,Product 12,742,0
11/30/16,Segment A,City 26,Product 4,"28,443",0
11/30/16,Segment A,City 31,Product 8,984,0
11/30/16,Segment A,City 35,Product 11,"1,072",0
11/30/16,Segment A,City 27,Product 3,33,0
11/30/16,Segment A,City 7,Product 2,"1,682",0
11/30/16,Segment A,City 49,Product 9,"99,647",3
11/30/16,Segment A,City 68,Product 14,4,0
11/30/16,Segment A,City 49,Product 2,292,0
11/30/16,Segment A,City 17,Product 11,3,0
11/30/16,Segment A,City 52,Product 11,89,0
11/30/16,Segment A,City 57,Product 12,545,0
11/30/16,Segment A,City 52,Product 8,258,0
11/30/16,Segment A,City 20,Product 11,255,0
11/30/16,Segment A,City 6,Product 11,5,0
11/30/16,Segment A,City 28,Product 3,17,0
11/30/16,Segment A,City 5,Product 12,"4,431",0
11/30/16,Segment A,City 34,Product 10,205,0
11/30/16,Segment A,City 28,Product 8,"7,280",0
11/30/16,Segment A,City 25,Product 11,37,0
11/30/16,Segment A,City 40,Product 8,486,0
11/30/16,Segment A,City 45,Product 2,34,0
11/30/16,Segment A,City 67,Product 2,2,0
11/30/16,Segment A,City 17,Product 14,2,0
11/30/16,Segment A,City 35,Product 2,"3,081",0
11/30/16,Segment A,City 29,Product 11,2,0
11/30/16,Segment A,City 26,Product 14,1,0
11/30/16,Segment A,City 43,Product 11,7,0
11/30/16,Segment A,City 6,Product 1,13,0
11/30/16,Segment A,City 61,Product 1,3,0
11/30/16,Segment A,City 49,Product 3,15,0
11/30/16,Segment A,City 37,Product 3,5,0
11/30/16,Segment A,City 25,Product 1,22,0
11/30/16,Segment A,City 50,Product 11,"3,911",0
11/30/16,Segment A,City 40,Product 3,161,0
11/30/16,Segment A,City 36,Product 12,"1,407",0
11/30/16,Segment F,City 25,Product 4,"28,567",0
11/30/16,Segment A,City 3,Product 9,"452,069",29
11/30/16,Segment A,City 11,Product 4,"65,351",2
11/30/16,Segment A,City 33,Product 9,"13,117",0
11/30/16,Segment A,City 51,Product 9,"15,827",0
11/30/16,Segment A,City 47,Product 9,"101,375",4
11/30/16,Segment A,City 70,Product 4,"4,401",0
11/30/16,Segment A,City 41,Product 4,"3,178",0
11/30/16,Segment A,City 61,Product 12,451,0
11/30/16,Segment A,City 5,Product 9,"25,146",0
11/30/16,Segment A,City 27,Product 1,29,0
11/30/16,Segment A,City 50,Product 9,"222,044",6
11/30/16,Segment A,City 34,Product 3,15,0
11/30/16,Segment A,City 41,Product 9,"4,571",0
11/30/16,Segment A,City 34,Product 1,30,0
11/30/16,Segment A,City 27,Product 14,1,0
11/30/16,Segment A,City 43,Product 2,119,0
12/31/16,Segment F,City 42,Product 4,"18,685",0
12/31/16,Segment F,City 1,Product 4,"13,011",0
12/31/16,Segment F,City 26,Product 4,"3,677",0
12/31/16,Segment F,City 64,Product 4,999,0
12/31/16,Segment F,City 9,Product 4,"1,588",0
12/31/16,Segment F,City 1,Product 9,"21,437",0
12/31/16,Segment F,City 50,Product 9,"61,250",1
12/31/16,Segment F,City 48,Product 4,"5,769",0
12/31/16,Segment F,City 30,Product 4,"76,438",0
12/31/16,Segment F,City 65,Product 4,0,0
12/31/16,Segment F,City 36,Product 4,"40,074",1
12/31/16,Segment F,City 49,Product 4,"9,772",0
12/31/16,Segment F,City 47,Product 4,"3,536",0
12/31/16,Segment F,City 4,Product 9,0,0
12/31/16,Segment F,City 14,Product 9,"36,952",1
12/31/16,Segment F,City 58,Product 9,"3,345",0
12/31/16,Segment F,City 62,Product 9,"1,822",0
12/31/16,Segment F,City 11,Product 9,"6,897",0
12/31/16,Segment F,City 57,Product 9,"9,416",0
12/31/16,Segment F,City 33,Product 9,613,0
12/31/16,Segment F,City 65,Product 9,0,0
12/31/16,Segment A,City 69,Product 2,9,0
12/31/16,Segment A,City 28,Product 8,"7,807",0
12/31/16,Segment A,City 61,Product 8,194,0
12/31/16,Segment A,City 47,Product 9,"94,413",4
12/31/16,Segment A,City 68,Product 9,"6,791",0
12/31/16,Segment A,City 14,Product 9,"134,812",4
12/31/16,Segment A,City 16,Product 9,"7,536",0
12/31/16,Segment A,City 71,Product 9,"15,583",1
12/31/16,Segment A,City 14,Product 8,379,0
12/31/16,Segment A,City 19,Product 9,"30,084",1
12/31/16,Segment A,City 60,Product 9,"1,950",0
12/31/16,Segment A,City 3,Product 14,"46,107",1
12/31/16,Segment A,City 44,Product 9,"12,497",0
12/31/16,Segment A,City 9,Product 8,"1,250",0
12/31/16,Segment A,City 64,Product 4,"3,852",0
12/31/16,Segment A,City 5,Product 12,"4,505",0
12/31/16,Segment A,City 64,Product 9,"7,205",0
12/31/16,Segment A,City 73,Product 2,3,0
12/31/16,Segment A,City 28,Product 9,"100,027",1
12/31/16,Segment A,City 42,Product 9,"161,525",1
12/31/16,Segment A,City 70,Product 10,1,0
12/31/16,Segment A,City 50,Product 11,"3,926",0
12/31/16,Segment A,City 42,Product 2,165,0
12/31/16,Segment A,City 61,Product 10,28,0
12/31/16,Segment A,City 64,Product 3,1,0
12/31/16,Segment A,City 32,Product 10,606,0
12/31/16,Segment A,City 1,Product 3,96,0
12/31/16,Segment A,City 65,Product 12,"19,181",1
12/31/16,Segment A,City 13,Product 4,"94,073",4
12/31/16,Segment A,City 18,Product 4,"2,155,589",88
12/31/16,Segment A,City 67,Product 10,530,0
12/31/16,Segment A,City 45,Product 9,"29,152",0
12/31/16,Segment A,City 45,Product 2,52,0
12/31/16,Segment A,City 7,Product 3,134,0
12/31/16,Segment A,City 68,Product 11,0,0
12/31/16,Segment A,City 65,Product 9,"293,697",9
12/31/16,Segment A,City 65,Product 4,"140,518",5
12/31/16,Segment A,City 36,Product 9,"223,924",9
12/31/16,Segment A,City 2,Product 4,138,0
12/31/16,Segment A,City 29,Product 12,104,0
12/31/16,Segment A,City 17,Product 1,7,0
12/31/16,Segment A,City 46,Product 2,54,0
12/31/16,Segment A,City 13,Product 8,163,0
12/31/16,Segment A,City 19,Product 3,34,0
12/31/16,Segment A,City 60,Product 8,49,0
12/31/16,Segment A,City 19,Product 4,"13,297",1
12/31/16,Segment A,City 20,Product 4,"42,761",2
12/31/16,Segment A,City 1,Product 4,"49,299",1
12/31/16,Segment A,City 47,Product 8,140,0
12/31/16,Segment A,City 49,Product 3,12,0
12/31/16,Segment A,City 44,Product 4,"13,073",0
12/31/16,Segment A,City 23,Product 4,"448,553",16
12/31/16,Segment A,City 51,Product 8,139,0
12/31/16,Segment A,City 12,Product 3,8,0
12/31/16,Segment A,City 24,Product 11,15,0
12/31/16,Segment A,City 46,Product 12,"2,351",0
12/31/16,Segment A,City 39,Product 8,42,0
12/31/16,Segment A,City 40,Product 10,"1,142",0
12/31/16,Segment C,City 33,Product 7,"1,486",0
12/31/16,Segment C,City 55,Product 7,326,0
12/31/16,Segment C,City 26,Product 7,"4,917",0
12/31/16,Segment C,City 9,Product 7,"2,151",0
12/31/16,Segment C,City 35,Product 7,"1,199,095",11
12/31/16,Segment A,City 7,Product 1,655,0
12/31/16,Segment B,City 17,Product 6,"2,317",0
